y,x,frame,t,vial,w1118,m,2,1
129.14,44.05,132,5.28,1,w1118,m,2,
289.8,89.22,133,5.32,1,w1118,m,2,
260.29,79.14,133,5.32,1,w1118,m,2,
244.11,55.78,133,5.32,1,w1118,m,2,
240.17,114.34,133,5.32,1,w1118,m,2,
194.04,86.91,133,5.32,1,w1118,m,2,
183.16,62.16,133,5.32,1,w1118,m,2,
156.2,77.36,133,5.32,1,w1118,m,2,
138.17,71.62,133,5.32,1,w1118,m,2,
129.14,44.05,133,5.32,1,w1118,m,2,
291.04,88.68,134,5.36,1,w1118,m,2,
262.15,79.24,134,5.36,1,w1118,m,2,
245.12,55.79,134,5.36,1,w1118,m,2,
242.15,114.3,134,5.36,1,w1118,m,2,
191.33,88.17,134,5.36,1,w1118,m,2,
188.95,60.98,134,5.36,1,w1118,m,2,
160.05,77.0,134,5.36,1,w1118,m,2,
140.15,71.3,134,5.36,1,w1118,m,2,
129.14,44.05,134,5.36,1,w1118,m,2,
293.77,88.32,135,5.4,1,w1118,m,2,
265.08,79.87,135,5.4,1,w1118,m,2,
247.08,55.06,135,5.4,1,w1118,m,2,
243.15,114.3,135,5.4,1,w1118,m,2,
192.41,87.24,135,5.4,1,w1118,m,2,
190.86,60.98,135,5.4,1,w1118,m,2,
155.32,77.37,135,5.4,1,w1118,m,2,
143.12,71.02,135,5.4,1,w1118,m,2,
129.13,44.11,135,5.4,1,w1118,m,2,
295.02,88.85,136,5.44,1,w1118,m,2,
265.2,80.12,136,5.44,1,w1118,m,2,
246.22,54.77,136,5.44,1,w1118,m,2,
246.03,113.96,136,5.44,1,w1118,m,2,
193.27,86.97,136,5.44,1,w1118,m,2,
187.32,62.08,136,5.44,1,w1118,m,2,
156.21,77.33,136,5.44,1,w1118,m,2,
144.1,71.24,136,5.44,1,w1118,m,2,
128.51,43.96,136,5.44,1,w1118,m,2,
297.64,88.4,137,5.48,1,w1118,m,2,
266.22,80.81,137,5.48,1,w1118,m,2,
249.07,53.97,137,5.48,1,w1118,m,2,
242.4,114.93,137,5.48,1,w1118,m,2,
198.67,85.13,137,5.48,1,w1118,m,2,
193.13,61.14,137,5.48,1,w1118,m,2,
160.76,76.93,137,5.48,1,w1118,m,2,
148.85,70.23,137,5.48,1,w1118,m,2,
129.13,44.11,137,5.48,1,w1118,m,2,
298.72,87.24,138,5.52,1,w1118,m,2,
267.26,81.0,138,5.52,1,w1118,m,2,
250.15,53.82,138,5.52,1,w1118,m,2,
247.23,114.78,138,5.52,1,w1118,m,2,
196.34,86.17,138,5.52,1,w1118,m,2,
190.34,61.05,138,5.52,1,w1118,m,2,
160.76,76.92,138,5.52,1,w1118,m,2,
150.78,69.83,138,5.52,1,w1118,m,2,
129.15,44.07,138,5.52,1,w1118,m,2,
299.91,87.43,139,5.56,1,w1118,m,2,
269.27,81.02,139,5.56,1,w1118,m,2,
254.11,52.94,139,5.56,1,w1118,m,2,
246.34,114.91,139,5.56,1,w1118,m,2,
197.34,86.05,139,5.56,1,w1118,m,2,
192.26,60.42,139,5.56,1,w1118,m,2,
160.76,76.92,139,5.56,1,w1118,m,2,
151.8,69.14,139,5.56,1,w1118,m,2,
129.16,44.06,139,5.56,1,w1118,m,2,
301.91,87.43,140,5.6,1,w1118,m,2,
271.17,81.16,140,5.6,1,w1118,m,2,
255.93,52.78,140,5.6,1,w1118,m,2,
252.08,114.25,140,5.6,1,w1118,m,2,
201.86,84.07,140,5.6,1,w1118,m,2,
194.16,60.71,140,5.6,1,w1118,m,2,
160.74,76.89,140,5.6,1,w1118,m,2,
152.96,68.43,140,5.6,1,w1118,m,2,
129.17,44.05,140,5.6,1,w1118,m,2,
302.95,87.45,141,5.64,1,w1118,m,2,
272.18,81.9,141,5.64,1,w1118,m,2,
254.11,52.97,141,5.64,1,w1118,m,2,
252.26,114.0,141,5.64,1,w1118,m,2,
199.26,84.98,141,5.64,1,w1118,m,2,
195.32,60.84,141,5.64,1,w1118,m,2,
160.84,76.88,141,5.64,1,w1118,m,2,
153.11,68.39,141,5.64,1,w1118,m,2,
129.16,44.06,141,5.64,1,w1118,m,2,
303.97,87.76,142,5.68,1,w1118,m,2,
273.18,82.81,142,5.68,1,w1118,m,2,
258.94,51.33,142,5.68,1,w1118,m,2,
254.21,113.91,142,5.68,1,w1118,m,2,
201.26,84.09,142,5.68,1,w1118,m,2,
197.24,59.69,142,5.68,1,w1118,m,2,
160.74,76.89,142,5.68,1,w1118,m,2,
153.11,68.14,142,5.68,1,w1118,m,2,
129.15,44.07,142,5.68,1,w1118,m,2,
304.15,87.88,143,5.72,1,w1118,m,2,
275.22,83.01,143,5.72,1,w1118,m,2,
257.09,52.02,143,5.72,1,w1118,m,2,
255.21,114.18,143,5.72,1,w1118,m,2,
202.35,84.06,143,5.72,1,w1118,m,2,
198.29,59.36,143,5.72,1,w1118,m,2,
160.74,76.89,143,5.72,1,w1118,m,2,
157.71,66.94,143,5.72,1,w1118,m,2,
129.15,44.07,143,5.72,1,w1118,m,2,
306.81,87.41,144,5.76,1,w1118,m,2,
277.15,82.84,144,5.76,1,w1118,m,2,
258.05,113.92,144,5.76,1,w1118,m,2,
257.25,52.14,144,5.76,1,w1118,m,2,
204.18,84.01,144,5.76,1,w1118,m,2,
199.32,58.93,144,5.76,1,w1118,m,2,
160.74,76.89,144,5.76,1,w1118,m,2,
155.22,67.2,144,5.76,1,w1118,m,2,
129.15,44.07,144,5.76,1,w1118,m,2,
