y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
136.95,102.15,735,14220,0.341,53.29,735,0.0,111,4.44,True,1.0
130.95,38.11,745,14220,0.277,47.44,745,0.0,111,4.44,True,1.0
108.98,109.88,690,14220,0.382,52.04,690,0.0,111,4.44,True,1.0
286.73,30.87,268,14220,0.35,26.14,268,0.0,112,4.48,False,0.0
274.41,28.23,345,14220,0.129,28.98,345,0.0,112,4.48,False,0.0
262.04,48.65,688,14220,0.309,46.81,688,0.0,112,4.48,True,1.0
253.76,62.72,692,14220,0.252,47.41,692,0.0,112,4.48,True,1.0
244.23,108.29,597,14220,0.261,43.16,597,0.0,112,4.48,True,1.0
210.85,27.05,683,14220,0.143,45.19,683,0.0,112,4.48,True,1.0
149.13,102.06,699,14220,0.352,47.21,699,0.0,112,4.48,True,1.0
135.0,101.15,706,14220,0.357,49.85,706,0.0,112,4.48,True,1.0
129.04,37.15,741,14220,0.298,47.01,741,0.0,112,4.48,True,1.0
107.01,109.86,690,14220,0.381,51.67,690,0.0,112,4.48,True,1.0
274.41,28.23,349,14220,0.136,29.11,349,0.0,113,4.52,True,1.0
260.09,48.72,683,14220,0.332,47.29,683,0.0,113,4.52,True,1.0
253.76,62.72,692,14220,0.253,47.29,692,0.0,113,4.52,True,1.0
245.97,109.11,648,14220,0.287,40.45,648,0.0,113,4.52,True,1.0
286.79,30.84,255,14220,0.35,24.62,255,0.0,113,4.52,False,0.0
148.12,103.05,690,14220,0.353,46.7,690,0.0,113,4.52,True,1.0
133.91,101.23,703,14220,0.348,49.63,703,0.0,113,4.52,True,1.0
126.13,35.88,737,14220,0.301,48.26,737,0.0,113,4.52,True,1.0
105.02,109.33,709,14220,0.328,49.83,709,0.0,113,4.52,True,1.0
205.06,27.1,676,14220,0.237,42.21,676,0.0,113,4.52,True,1.0
286.87,30.81,245,14220,0.354,23.39,245,0.0,114,4.56,False,0.0
274.4,28.22,353,14220,0.151,29.34,353,0.0,114,4.56,True,1.0
258.08,48.92,691,14220,0.331,48.84,691,0.0,114,4.56,True,1.0
253.76,62.72,692,14220,0.252,47.4,692,0.0,114,4.56,True,1.0
244.99,109.04,657,14220,0.278,41.65,657,0.0,114,4.56,True,1.0
204.1,27.1,671,14220,0.222,42.47,671,0.0,114,4.56,True,1.0
146.33,103.79,602,14220,0.311,47.81,602,0.0,114,4.56,True,1.0
132.86,101.12,696,14220,0.311,49.45,696,0.0,114,4.56,True,1.0
124.13,35.88,737,14220,0.301,48.22,737,0.0,114,4.56,True,1.0
103.98,108.98,681,14220,0.375,52.32,681,0.0,114,4.56,True,1.0
274.34,28.31,366,14220,0.122,28.86,366,0.0,115,4.6,False,0.0
256.99,48.99,669,14220,0.317,47.45,669,0.0,115,4.6,True,1.0
253.74,62.72,689,14220,0.255,47.05,689,0.0,115,4.6,True,1.0
240.29,108.03,560,14220,0.298,44.48,560,0.0,115,4.6,True,1.0
286.72,30.84,232,14220,0.322,23.92,232,0.0,115,4.6,False,0.0
145.13,103.86,663,14220,0.329,46.06,663,0.0,115,4.6,True,1.0
131.78,100.94,635,14220,0.291,47.65,635,0.0,115,4.6,True,1.0
122.14,34.94,742,14220,0.311,46.85,742,0.0,115,4.6,True,1.0
102.87,108.81,659,14220,0.346,50.41,659,0.0,115,4.6,True,1.0
208.92,26.96,696,14220,0.21,44.48,696,0.0,115,4.6,True,1.0
277.69,28.16,409,14220,0.22,32.14,409,0.0,116,4.64,True,1.0
253.74,62.71,687,14220,0.256,46.77,687,0.0,116,4.64,True,1.0
254.03,49.59,667,14220,0.267,44.46,667,0.0,116,4.64,True,1.0
239.27,107.93,589,14220,0.267,43.3,589,0.0,116,4.64,True,1.0
286.9,30.79,241,14220,0.327,23.09,241,0.0,116,4.64,False,0.0
142.45,104.69,565,14220,0.274,48.31,565,0.0,116,4.64,True,1.0
130.03,99.77,669,14220,0.309,47.92,669,0.0,116,4.64,True,1.0
122.96,34.02,754,14220,0.274,47.34,754,0.0,116,4.64,True,1.0
99.97,108.94,668,14220,0.369,49.08,668,0.0,116,4.64,True,1.0
208.87,27.0,701,14220,0.209,46.77,701,0.0,116,4.64,True,1.0
286.94,30.79,235,14220,0.314,22.85,235,0.0,117,4.68,False,0.0
277.74,28.21,391,14220,0.241,30.47,391,0.0,117,4.68,True,1.0
253.73,62.71,684,14220,0.257,46.47,684,0.0,117,4.68,True,1.0
253.01,48.89,661,14220,0.314,46.09,661,0.0,117,4.68,True,1.0
238.13,107.96,627,14220,0.309,43.23,627,0.0,117,4.68,True,1.0
208.81,27.1,683,14220,0.149,43.42,683,0.0,117,4.68,True,1.0
128.87,99.23,623,14220,0.305,48.56,623,0.0,117,4.68,True,1.0
121.99,32.93,740,14220,0.253,46.47,740,0.0,117,4.68,True,1.0
97.91,108.78,648,14220,0.343,47.04,648,0.0,117,4.68,True,1.0
141.15,105.59,603,14220,0.281,48.18,603,0.0,117,4.68,True,1.0
253.72,62.71,681,14220,0.261,46.0,681,0.0,118,4.72,True,1.0
286.94,30.79,238,14220,0.309,23.3,238,0.0,118,4.72,False,0.0
277.76,28.26,377,14220,0.235,29.67,377,0.0,118,4.72,True,1.0
250.99,49.05,666,14220,0.323,46.4,666,0.0,118,4.72,True,1.0
235.59,107.4,503,14220,0.216,42.81,503,0.0,118,4.72,True,1.0
203.07,27.61,672,14220,0.23,42.62,672,0.0,118,4.72,True,1.0
140.18,105.61,642,14220,0.294,47.99,642,0.0,118,4.72,True,1.0
126.92,98.85,605,14220,0.298,49.98,605,0.0,118,4.72,True,1.0
120.03,31.85,771,14220,0.259,50.78,771,0.0,118,4.72,True,1.0
95.9,107.96,658,14220,0.378,49.19,658,0.0,118,4.72,True,1.0
286.82,30.79,242,14220,0.313,24.04,242,0.0,119,4.76,False,0.0
273.11,28.98,534,14220,0.173,33.58,534,0.0,119,4.76,True,1.0
253.73,62.71,683,14220,0.259,46.3,683,0.0,119,4.76,True,1.0
249.87,49.31,618,14220,0.267,42.92,618,0.0,119,4.76,True,1.0
234.29,107.03,569,14220,0.285,44.11,569,0.0,119,4.76,True,1.0
207.77,27.2,653,14220,0.139,41.93,653,0.0,119,4.76,True,1.0
141.0,105.05,725,14220,0.294,48.09,725,0.0,119,4.76,True,1.0
124.88,98.07,603,14220,0.305,48.49,603,0.0,119,4.76,True,1.0
116.21,29.92,719,14220,0.322,48.88,719,0.0,119,4.76,True,1.0
93.01,107.22,704,14220,0.372,50.67,704,0.0,119,4.76,True,1.0
286.69,30.82,235,14220,0.311,24.0,235,0.0,120,4.8,False,0.0
272.24,29.04,562,14220,0.123,38.4,562,0.0,120,4.8,True,1.0
253.73,62.71,684,14220,0.259,46.41,684,0.0,120,4.8,True,1.0
247.04,49.82,678,14220,0.354,46.01,678,0.0,120,4.8,True,1.0
234.07,107.0,641,14220,0.337,43.21,641,0.0,120,4.8,True,1.0
206.94,27.08,690,14220,0.191,43.21,690,0.0,120,4.8,True,1.0
139.92,105.22,725,14220,0.263,49.01,725,0.0,120,4.8,True,1.0
117.89,30.94,748,14220,0.263,47.21,748,0.0,120,4.8,True,1.0
91.97,107.27,707,14220,0.343,51.01,707,0.0,120,4.8,True,1.0
123.03,96.81,625,14220,0.335,46.41,625,0.0,120,4.8,True,1.0
286.74,30.8,244,14220,0.326,23.71,244,0.0,121,4.84,False,0.0
90.91,107.66,678,14220,0.306,49.14,678,0.0,121,4.84,True,1.0
116.71,29.23,775,14220,0.191,47.02,775,0.0,121,4.84,True,1.0
121.91,96.19,647,14220,0.313,48.76,647,0.0,121,4.84,True,1.0
137.92,105.22,726,14220,0.262,48.95,726,0.0,121,4.84,True,1.0
206.85,27.04,683,14220,0.188,44.13,683,0.0,121,4.84,True,1.0
234.04,107.03,651,14220,0.334,42.01,651,0.0,121,4.84,True,1.0
245.05,49.76,677,14220,0.33,45.29,677,0.0,121,4.84,True,1.0
253.74,62.71,685,14220,0.259,46.45,685,0.0,121,4.84,True,1.0
271.26,29.03,629,14220,0.151,43.75,629,0.0,121,4.84,True,1.0
271.15,29.18,702,14220,0.151,45.59,702,0.0,122,4.88,True,1.0
286.82,30.78,256,14220,0.338,23.98,256,0.0,122,4.88,False,0.0
243.99,49.69,675,14220,0.293,45.59,675,0.0,122,4.88,True,1.0
232.04,107.03,663,14220,0.338,42.82,663,0.0,122,4.88,True,1.0
253.74,62.71,685,14220,0.258,46.58,685,0.0,122,4.88,True,1.0
134.2,105.99,678,14220,0.346,50.55,678,0.0,122,4.88,True,1.0
121.06,95.91,659,14220,0.326,49.16,659,0.0,122,4.88,True,1.0
205.97,27.03,719,14220,0.245,45.39,719,0.0,122,4.88,True,1.0
115.9,28.81,750,14220,0.238,49.36,750,0.0,122,4.88,True,1.0
87.02,106.79,661,14220,0.354,46.58,661,0.0,122,4.88,True,1.0
286.79,30.77,254,14220,0.346,23.38,254,0.0,123,4.92,False,0.0
270.98,29.21,751,14220,0.183,48.74,751,0.0,123,4.92,True,1.0
253.74,62.71,685,14220,0.258,46.57,685,0.0,123,4.92,True,1.0
242.0,49.95,678,14220,0.318,46.96,678,0.0,123,4.92,True,1.0
229.13,106.31,582,14220,0.303,42.01,582,0.0,123,4.92,True,1.0
205.89,27.01,705,14220,0.21,45.77,705,0.0,123,4.92,True,1.0
134.91,105.88,681,14220,0.273,47.95,681,0.0,123,4.92,True,1.0
118.94,95.21,689,14220,0.326,50.53,689,0.0,123,4.92,True,1.0
113.95,28.08,767,14220,0.274,49.93,767,0.0,123,4.92,True,1.0
84.22,106.29,604,14220,0.311,45.77,604,0.0,123,4.92,True,1.0
270.07,29.23,766,14220,0.216,50.18,766,0.0,124,4.96,True,1.0
286.77,30.75,258,14220,0.357,23.28,258,0.0,124,4.96,False,0.0
240.85,49.99,662,14220,0.314,47.77,662,0.0,124,4.96,True,1.0
230.06,107.06,665,14220,0.333,44.76,665,0.0,124,4.96,True,1.0
253.74,62.71,685,14220,0.257,46.57,685,0.0,124,4.96,True,1.0
132.89,105.65,689,14220,0.25,46.97,689,0.0,124,4.96,True,1.0
115.1,93.9,690,14220,0.374,51.18,690,0.0,124,4.96,True,1.0
112.04,26.96,800,14220,0.246,47.97,800,0.0,124,4.96,True,1.0
82.3,106.3,595,14220,0.291,46.57,595,0.0,124,4.96,True,1.0
204.96,27.04,713,14220,0.228,45.16,713,0.0,124,4.96,True,1.0
286.7,30.72,263,14220,0.378,22.84,263,0.0,125,5.0,False,0.0
269.01,28.89,766,14220,0.261,50.21,766,0.0,125,5.0,True,1.0
237.98,49.89,674,14220,0.336,47.26,674,0.0,125,5.0,True,1.0
229.06,107.09,671,14220,0.325,45.29,671,0.0,125,5.0,True,1.0
253.74,62.71,685,14220,0.257,46.67,685,0.0,125,5.0,True,1.0
130.8,105.63,661,14220,0.218,46.67,661,0.0,125,5.0,True,1.0
116.83,94.12,622,14220,0.316,47.45,622,0.0,125,5.0,True,1.0
111.12,26.03,754,14220,0.228,46.86,754,0.0,125,5.0,True,1.0
81.08,106.36,631,14220,0.312,45.68,631,0.0,125,5.0,True,1.0
204.92,27.09,701,14220,0.181,43.32,701,0.0,125,5.0,True,1.0
286.71,30.72,264,14220,0.377,23.02,264,0.0,126,5.04,False,0.0
80.0,106.83,667,14220,0.36,47.18,667,0.0,126,5.04,True,1.0
110.22,25.04,767,14220,0.253,48.51,767,0.0,126,5.04,True,1.0
115.0,93.01,684,14220,0.369,48.32,684,0.0,126,5.04,True,1.0
129.0,106.24,652,14220,0.264,44.13,652,0.0,126,5.04,True,1.0
203.96,27.02,722,14220,0.225,46.8,722,0.0,126,5.04,True,1.0
228.95,106.85,676,14220,0.269,44.7,676,0.0,126,5.04,True,1.0
235.04,49.86,699,14220,0.345,47.94,699,0.0,126,5.04,True,1.0
253.74,62.71,685,14220,0.257,46.61,685,0.0,126,5.04,True,1.0
268.94,28.74,750,14220,0.286,47.94,750,0.0,126,5.04,True,1.0
286.72,30.72,257,14220,0.374,22.31,257,0.0,127,5.08,False,0.0
234.02,50.18,705,14220,0.313,49.28,705,0.0,127,5.08,True,1.0
265.02,29.66,759,14220,0.247,48.51,759,0.0,127,5.08,True,1.0
253.74,62.71,686,14220,0.257,46.76,686,0.0,127,5.08,True,1.0
227.0,106.73,657,14220,0.296,44.24,657,0.0,127,5.08,True,1.0
114.7,92.88,608,14220,0.315,47.73,608,0.0,127,5.08,True,1.0
127.87,106.58,627,14220,0.185,42.49,627,0.0,127,5.08,True,1.0
110.06,24.91,808,14220,0.16,48.7,808,0.0,127,5.08,True,1.0
78.02,106.79,668,14220,0.362,47.92,668,0.0,127,5.08,True,1.0
202.99,26.86,705,14220,0.258,44.24,705,0.0,127,5.08,True,1.0
286.72,30.72,247,14220,0.373,21.46,247,0.0,128,5.12,False,0.0
264.95,29.06,775,14220,0.273,47.01,775,0.0,128,5.12,True,1.0
253.74,62.71,685,14220,0.257,46.62,685,0.0,128,5.12,True,1.0
232.03,50.74,681,14220,0.33,46.62,681,0.0,128,5.12,True,1.0
226.07,106.98,687,14220,0.288,45.45,687,0.0,128,5.12,True,1.0
125.96,106.26,647,14220,0.235,42.72,647,0.0,128,5.12,True,1.0
112.0,91.96,689,14220,0.333,48.97,689,0.0,128,5.12,True,1.0
108.08,24.15,788,14220,0.188,47.21,788,0.0,128,5.12,True,1.0
75.19,106.11,628,14220,0.362,49.75,628,0.0,128,5.12,True,1.0
200.04,26.88,693,14220,0.292,43.31,693,0.0,128,5.12,True,1.0
231.02,50.77,680,14220,0.325,46.39,680,0.0,129,5.16,True,1.0
285.9,30.26,191,14220,0.301,16.78,191,0.0,129,5.16,False,0.0
263.02,29.12,771,14220,0.244,46.95,771,0.0,129,5.16,True,1.0
253.73,62.72,685,14220,0.257,46.77,685,0.0,129,5.16,True,1.0
224.07,106.26,660,14220,0.321,43.75,660,0.0,129,5.16,True,1.0
77.85,106.67,619,14220,0.292,45.63,619,0.0,129,5.16,True,1.0
120.19,106.17,626,14220,0.313,48.09,626,0.0,129,5.16,True,1.0
107.41,89.13,535,14220,0.326,47.33,535,0.0,129,5.16,True,1.0
106.94,23.88,795,14220,0.179,47.33,795,0.0,129,5.16,True,1.0
200.02,26.79,690,14220,0.274,41.67,690,0.0,129,5.16,True,1.0
229.0,50.76,674,14220,0.319,45.4,674,0.0,130,5.2,True,1.0
286.06,28.66,175,14220,0.147,12.28,175,0.0,130,5.2,False,0.0
262.91,29.08,735,14220,0.314,48.71,735,0.0,130,5.2,True,1.0
253.73,62.72,685,14220,0.256,46.76,685,0.0,130,5.2,True,1.0
222.07,105.87,659,14220,0.327,43.84,659,0.0,130,5.2,True,1.0
75.85,106.67,618,14220,0.293,45.59,618,0.0,130,5.2,True,1.0
119.05,106.32,685,14220,0.302,47.54,685,0.0,130,5.2,True,1.0
106.84,23.88,779,14220,0.14,49.49,779,0.0,130,5.2,True,1.0
106.4,88.14,542,14220,0.328,47.35,542,0.0,130,5.2,True,1.0
199.04,26.81,687,14220,0.279,42.67,687,0.0,130,5.2,True,1.0
286.99,27.41,418,14220,0.342,36.06,418,0.0,131,5.24,True,1.0
262.72,29.41,643,14220,0.182,46.25,643,0.0,131,5.24,True,1.0
253.74,62.71,685,14220,0.257,46.64,685,0.0,131,5.24,True,1.0
225.19,51.67,585,14220,0.277,45.27,585,0.0,131,5.24,True,1.0
220.14,105.33,600,14220,0.285,43.31,600,0.0,131,5.24,True,1.0
116.28,106.71,621,14220,0.305,46.84,621,0.0,131,5.24,True,1.0
105.95,23.18,787,14220,0.178,49.97,787,0.0,131,5.24,True,1.0
105.25,87.4,552,14220,0.319,47.62,552,0.0,131,5.24,True,1.0
72.98,106.64,641,14220,0.285,45.66,641,0.0,131,5.24,True,1.0
198.03,26.82,687,14220,0.275,42.92,687,0.0,131,5.24,True,1.0
226.99,51.13,707,14220,0.309,49.9,707,0.0,132,5.28,True,1.0
286.98,27.73,369,14220,0.406,33.91,369,0.0,132,5.28,True,1.0
260.78,29.34,675,14220,0.205,47.34,675,0.0,132,5.28,True,1.0
253.74,62.71,685,14220,0.257,46.7,685,0.0,132,5.28,True,1.0
219.16,105.12,627,14220,0.318,45.63,627,0.0,132,5.28,True,1.0
69.03,105.85,706,14220,0.369,54.16,706,0.0,132,5.28,True,1.0
115.35,106.91,616,14220,0.329,52.24,616,0.0,132,5.28,True,1.0
104.28,87.07,556,14220,0.365,48.19,556,0.0,132,5.28,True,1.0
198.03,26.85,693,14220,0.312,43.5,693,0.0,132,5.28,True,1.0
104.97,23.17,813,14220,0.207,50.75,813,0.0,132,5.28,True,1.0
66.42,105.1,618,14220,0.324,57.2,618,0.0,133,5.32,True,1.0
102.31,22.69,741,14220,0.152,52.04,741,0.0,133,5.32,True,1.0
102.34,86.34,526,14220,0.315,48.68,526,0.0,133,5.32,True,1.0
113.34,106.91,610,14220,0.324,52.49,610,0.0,133,5.32,True,1.0
218.03,105.08,648,14220,0.338,44.19,648,0.0,133,5.32,True,1.0
225.02,51.82,713,14220,0.341,49.58,713,0.0,133,5.32,True,1.0
253.74,62.71,685,14220,0.257,46.66,685,0.0,133,5.32,True,1.0
257.96,29.74,724,14220,0.261,45.31,724,0.0,133,5.32,True,1.0
285.78,27.3,412,14220,0.325,40.38,412,0.0,133,5.32,True,1.0
197.03,26.97,687,14220,0.3,42.62,687,0.0,133,5.32,True,1.0
284.8,27.57,358,14220,0.271,37.38,358,0.0,134,5.36,True,1.0
224.01,51.94,664,14220,0.319,45.34,664,0.0,134,5.36,True,1.0
256.9,29.86,720,14220,0.27,46.16,720,0.0,134,5.36,True,1.0
253.73,62.72,685,14220,0.256,46.77,685,0.0,134,5.36,True,1.0
215.29,104.21,551,14220,0.288,41.67,551,0.0,134,5.36,True,1.0
112.2,106.9,647,14220,0.337,52.08,647,0.0,134,5.36,True,1.0
104.82,88.08,652,14220,0.321,46.77,652,0.0,134,5.36,True,1.0
101.05,22.2,797,14220,0.199,50.04,797,0.0,134,5.36,True,1.0
66.07,105.16,665,14220,0.368,48.82,665,0.0,134,5.36,True,1.0
197.03,26.96,695,14220,0.289,42.28,695,0.0,134,5.36,True,1.0
283.68,27.65,244,14220,0.243,27.35,244,0.0,135,5.4,False,0.0
255.86,30.2,701,14220,0.204,45.25,701,0.0,135,5.4,True,1.0
253.73,62.72,685,14220,0.256,46.69,685,0.0,135,5.4,True,1.0
222.94,51.84,659,14220,0.299,45.86,659,0.0,135,5.4,True,1.0
214.31,104.18,541,14220,0.291,40.93,541,0.0,135,5.4,True,1.0
199.85,26.54,665,14220,0.183,40.93,665,0.0,135,5.4,True,1.0
102.9,86.09,692,14220,0.343,48.74,692,0.0,135,5.4,True,1.0
101.03,22.19,803,14220,0.178,51.42,803,0.0,135,5.4,True,1.0
64.08,105.19,673,14220,0.354,52.24,673,0.0,135,5.4,True,1.0
110.12,106.96,659,14220,0.369,52.03,659,0.0,135,5.4,True,1.0
221.88,52.11,648,14220,0.29,45.49,648,0.0,136,5.44,True,1.0
253.73,62.72,685,14220,0.256,46.73,685,0.0,136,5.44,True,1.0
251.03,30.66,730,14220,0.251,46.11,730,0.0,136,5.44,True,1.0
282.79,27.6,266,14220,0.35,27.71,266,0.0,136,5.44,False,0.0
216.94,105.02,647,14220,0.294,40.94,647,0.0,136,5.44,True,1.0
100.05,84.04,673,14220,0.411,48.59,673,0.0,136,5.44,True,1.0
109.08,107.32,676,14220,0.297,50.25,676,0.0,136,5.44,True,1.0
100.2,22.18,788,14220,0.191,51.69,788,0.0,136,5.44,True,1.0
62.14,105.16,666,14220,0.355,52.73,666,0.0,136,5.44,True,1.0
198.89,26.2,700,14220,0.18,41.56,700,0.0,136,5.44,True,1.0
279.04,28.34,336,14220,0.289,28.24,336,0.0,137,5.48,False,0.0
253.73,62.72,685,14220,0.256,46.86,685,0.0,137,5.48,True,1.0
250.96,30.18,739,14220,0.263,46.66,739,0.0,137,5.48,True,1.0
219.91,52.81,667,14220,0.292,46.25,667,0.0,137,5.48,True,1.0
213.13,104.05,626,14220,0.336,45.23,626,0.0,137,5.48,True,1.0
107.15,107.16,625,14220,0.341,52.19,625,0.0,137,5.48,True,1.0
99.19,22.19,779,14220,0.196,51.57,779,0.0,137,5.48,True,1.0
98.04,83.1,670,14220,0.401,49.12,670,0.0,137,5.48,True,1.0
59.46,104.09,544,14220,0.328,50.34,544,0.0,137,5.48,True,1.0
198.89,26.07,700,14220,0.181,41.34,700,0.0,137,5.48,True,1.0
218.93,53.15,654,14220,0.292,45.83,654,0.0,138,5.52,True,1.0
279.03,28.28,354,14220,0.343,30.7,354,0.0,138,5.52,True,1.0
253.73,62.72,684,14220,0.257,46.73,684,0.0,138,5.52,True,1.0
247.98,30.68,740,14220,0.253,46.05,740,0.0,138,5.52,True,1.0
213.05,104.04,668,14220,0.348,45.15,668,0.0,138,5.52,True,1.0
198.9,26.07,702,14220,0.183,41.76,702,0.0,138,5.52,True,1.0
105.3,107.01,613,14220,0.346,53.73,613,0.0,138,5.52,True,1.0
98.07,21.78,754,14220,0.272,51.02,754,0.0,138,5.52,True,1.0
96.28,82.04,622,14220,0.363,50.12,622,0.0,138,5.52,True,1.0
59.1,103.96,695,14220,0.365,57.57,695,0.0,138,5.52,True,1.0
278.89,27.9,408,14220,0.345,40.03,408,0.0,139,5.56,True,1.0
253.72,62.71,676,14220,0.256,45.9,676,0.0,139,5.56,True,1.0
247.01,31.1,773,14220,0.259,46.74,773,0.0,139,5.56,True,1.0
216.95,52.92,658,14220,0.317,45.48,658,0.0,139,5.56,True,1.0
212.96,104.16,666,14220,0.298,43.59,666,0.0,139,5.56,True,1.0
198.93,26.09,699,14220,0.193,40.03,699,0.0,139,5.56,True,1.0
103.29,106.63,594,14220,0.267,46.95,594,0.0,139,5.56,True,1.0
97.07,21.78,755,14220,0.271,51.14,755,0.0,139,5.56,True,1.0
95.37,81.1,606,14220,0.349,48.62,606,0.0,139,5.56,True,1.0
58.11,104.14,663,14220,0.366,53.23,663,0.0,139,5.56,True,1.0
253.72,62.71,676,14220,0.257,45.99,676,0.0,140,5.6,True,1.0
278.54,27.83,352,14220,0.241,40.06,352,0.0,140,5.6,True,1.0
215.81,53.06,618,14220,0.291,44.3,618,0.0,140,5.6,True,1.0
208.39,103.18,527,14220,0.283,41.54,527,0.0,140,5.6,True,1.0
244.08,32.0,773,14220,0.281,48.32,773,0.0,140,5.6,True,1.0
102.17,106.86,640,14220,0.329,51.29,640,0.0,140,5.6,True,1.0
96.05,81.04,717,14220,0.392,48.75,717,0.0,140,5.6,True,1.0
96.11,21.87,702,14220,0.278,49.17,702,0.0,140,5.6,True,1.0
56.08,103.95,692,14220,0.384,53.84,692,0.0,140,5.6,True,1.0
199.79,26.05,674,14220,0.151,41.12,674,0.0,140,5.6,True,1.0
272.24,29.02,464,14220,0.237,37.58,464,0.0,141,5.64,True,1.0
253.72,62.71,676,14220,0.257,45.88,676,0.0,141,5.64,True,1.0
242.17,31.91,725,14220,0.263,48.37,725,0.0,141,5.64,True,1.0
212.95,53.84,666,14220,0.325,46.09,666,0.0,141,5.64,True,1.0
208.09,102.95,609,14220,0.317,41.31,609,0.0,141,5.64,True,1.0
199.82,25.87,677,14220,0.157,41.31,677,0.0,141,5.64,True,1.0
100.3,107.03,580,14220,0.333,51.28,580,0.0,141,5.64,True,1.0
96.03,80.94,717,14220,0.366,48.16,717,0.0,141,5.64,True,1.0
95.17,21.88,687,14220,0.269,49.62,687,0.0,141,5.64,True,1.0
53.2,103.46,651,14220,0.267,52.94,651,0.0,141,5.64,True,1.0
253.72,62.71,676,14220,0.256,45.88,676,0.0,142,5.68,True,1.0
271.96,28.74,541,14220,0.27,42.36,541,0.0,142,5.68,True,1.0
211.91,54.05,678,14220,0.273,46.7,678,0.0,142,5.68,True,1.0
206.21,102.25,560,14220,0.29,40.92,560,0.0,142,5.68,True,1.0
241.23,31.95,717,14220,0.252,48.77,717,0.0,142,5.68,True,1.0
99.16,106.87,636,14220,0.33,50.63,636,0.0,142,5.68,True,1.0
95.12,22.14,735,14220,0.26,51.66,735,0.0,142,5.68,True,1.0
91.39,78.21,583,14220,0.35,49.18,583,0.0,142,5.68,True,1.0
53.1,103.17,689,14220,0.369,52.7,689,0.0,142,5.68,True,1.0
199.86,25.66,676,14220,0.165,40.92,676,0.0,142,5.68,True,1.0
271.03,28.99,599,14220,0.29,46.94,599,0.0,143,5.72,True,1.0
253.72,62.71,676,14220,0.256,45.93,676,0.0,143,5.72,True,1.0
209.88,53.97,665,14220,0.261,46.34,665,0.0,143,5.72,True,1.0
206.06,102.22,609,14220,0.311,40.87,609,0.0,143,5.72,True,1.0
241.05,31.85,755,14220,0.281,48.76,755,0.0,143,5.72,True,1.0
97.14,106.33,654,14220,0.275,49.98,654,0.0,143,5.72,True,1.0
93.29,22.1,675,14220,0.209,48.36,675,0.0,143,5.72,True,1.0
91.16,77.94,682,14220,0.385,48.16,682,0.0,143,5.72,True,1.0
53.98,102.98,728,14220,0.352,51.6,728,0.0,143,5.72,True,1.0
198.05,26.04,696,14220,0.265,40.67,696,0.0,143,5.72,True,1.0
253.72,62.71,676,14220,0.257,46.03,676,0.0,144,5.76,True,1.0
50.16,102.1,652,14220,0.362,54.34,652,0.0,144,5.76,True,1.0
90.1,76.99,700,14220,0.373,49.65,700,0.0,144,5.76,True,1.0
91.35,22.44,632,14220,0.123,46.88,632,0.0,144,5.76,True,1.0
95.31,106.32,622,14220,0.267,50.51,622,0.0,144,5.76,True,1.0
198.03,26.16,696,14220,0.254,41.98,696,0.0,144,5.76,True,1.0
204.06,101.97,619,14220,0.338,42.2,619,0.0,144,5.76,True,1.0
207.94,53.81,690,14220,0.259,47.52,690,0.0,144,5.76,True,1.0
241.02,32.07,776,14220,0.305,47.74,776,0.0,144,5.76,True,1.0
270.13,28.99,614,14220,0.313,49.02,614,0.0,144,5.76,True,1.0
