y,x,mass,size,ecc,signal,raw_mass,ep,frame,t,True_particle,vial
179.92,99.4,694,14220,0.285,49.16,694,0.0,75,3.0,True,1.0
254.34,63.28,534,14220,0.196,44.31,534,0.0,75,3.0,True,1.0
275.31,28.26,348,14220,0.228,25.31,348,0.0,76,3.04,False,0.0
325.93,44.09,598,14220,0.213,50.62,598,0.0,76,3.04,True,1.0
289.91,28.39,279,14220,0.148,27.57,279,0.0,76,3.04,False,0.0
280.85,106.69,663,14220,0.266,47.33,663,0.0,76,3.04,True,1.0
254.09,63.72,580,14220,0.239,47.74,580,0.0,76,3.04,True,1.0
194.77,52.15,716,14220,0.366,51.65,716,0.0,76,3.04,True,1.0
195.03,117.04,568,14220,0.408,43.01,568,0.0,76,3.04,True,1.0
186.19,58.87,578,14220,0.303,44.24,578,0.0,76,3.04,True,1.0
248.7,28.35,671,14220,0.062,45.47,671,0.0,76,3.04,True,1.0
176.99,99.19,705,14220,0.378,52.47,705,0.0,76,3.04,True,1.0
325.05,43.73,676,14220,0.267,51.77,676,0.0,77,3.08,True,1.0
174.97,99.29,688,14220,0.318,51.98,688,0.0,77,3.08,True,1.0
186.99,58.69,630,14220,0.264,46.66,630,0.0,77,3.08,True,1.0
194.3,53.14,685,14220,0.378,52.18,685,0.0,77,3.08,True,1.0
194.04,117.17,582,14220,0.403,43.38,582,0.0,77,3.08,True,1.0
247.6,28.29,667,14220,0.026,45.02,667,0.0,77,3.08,True,1.0
253.97,63.68,608,14220,0.24,46.45,608,0.0,77,3.08,True,1.0
275.31,28.26,348,14220,0.229,25.37,348,0.0,77,3.08,False,0.0
278.97,107.07,693,14220,0.31,47.06,693,0.0,77,3.08,True,1.0
289.86,28.37,268,14220,0.151,26.4,268,0.0,77,3.08,False,0.0
289.79,28.32,257,14220,0.166,25.21,257,0.0,78,3.12,False,0.0
185.02,57.71,658,14220,0.266,46.39,658,0.0,78,3.12,True,1.0
277.82,107.08,669,14220,0.244,45.54,669,0.0,78,3.12,True,1.0
325.6,43.72,684,14220,0.157,54.01,684,0.0,78,3.12,True,1.0
275.31,28.26,348,14220,0.229,25.42,348,0.0,78,3.12,False,0.0
173.89,100.2,645,14220,0.314,46.18,645,0.0,78,3.12,True,1.0
245.89,28.25,729,14220,0.102,44.27,729,0.0,78,3.12,True,1.0
193.97,117.11,576,14220,0.38,44.27,576,0.0,78,3.12,True,1.0
193.8,55.02,597,14220,0.399,43.85,597,0.0,78,3.12,True,1.0
254.14,63.3,638,14220,0.257,46.6,638,0.0,78,3.12,True,1.0
324.7,44.29,680,14220,0.214,52.11,680,0.0,79,3.16,True,1.0
289.76,28.35,231,14220,0.168,22.48,231,0.0,79,3.16,False,0.0
275.83,107.89,664,14220,0.247,45.77,664,0.0,79,3.16,True,1.0
275.28,28.21,360,14220,0.243,25.95,360,0.0,79,3.16,False,0.0
254.07,63.19,646,14220,0.28,47.2,646,0.0,79,3.16,True,1.0
191.95,117.0,572,14220,0.368,43.52,572,0.0,79,3.16,True,1.0
192.4,57.1,574,14220,0.36,41.28,574,0.0,79,3.16,True,1.0
183.06,57.15,683,14220,0.308,47.41,683,0.0,79,3.16,True,1.0
170.03,101.03,656,14220,0.393,48.63,656,0.0,79,3.16,True,1.0
244.76,28.25,703,14220,0.072,43.93,703,0.0,79,3.16,True,1.0
322.01,44.08,745,14220,0.31,48.23,745,0.0,80,3.2,True,1.0
289.71,28.39,208,14220,0.167,19.6,208,0.0,80,3.2,False,0.0
273.94,109.04,694,14220,0.286,48.04,694,0.0,80,3.2,True,1.0
275.25,28.17,370,14220,0.254,26.52,370,0.0,80,3.2,False,0.0
254.0,63.1,660,14220,0.293,47.85,660,0.0,80,3.2,True,1.0
190.94,116.98,565,14220,0.374,42.66,565,0.0,80,3.2,True,1.0
190.07,62.96,644,14220,0.46,49.0,644,0.0,80,3.2,True,1.0
183.58,58.09,640,14220,0.192,48.04,640,0.0,80,3.2,True,1.0
166.33,100.9,579,14220,0.322,45.92,579,0.0,80,3.2,True,1.0
240.02,28.13,699,14220,0.271,42.27,699,0.0,80,3.2,True,1.0
318.11,44.65,693,14220,0.279,47.26,693,0.0,81,3.24,True,1.0
164.2,100.88,632,14220,0.341,46.84,632,0.0,81,3.24,True,1.0
180.86,58.3,690,14220,0.237,46.23,690,0.0,81,3.24,True,1.0
187.04,116.09,589,14220,0.393,44.79,589,0.0,81,3.24,True,1.0
189.15,64.71,632,14220,0.443,52.39,632,0.0,81,3.24,True,1.0
241.86,27.92,687,14220,0.144,42.32,687,0.0,81,3.24,True,1.0
253.87,62.83,672,14220,0.306,46.23,672,0.0,81,3.24,True,1.0
271.07,109.76,695,14220,0.322,46.43,695,0.0,81,3.24,True,1.0
275.25,28.14,377,14220,0.258,26.71,377,0.0,81,3.24,False,0.0
289.76,28.69,178,14220,0.29,16.03,178,0.0,81,3.24,False,0.0
275.23,28.1,380,14220,0.26,26.89,380,0.0,82,3.28,False,0.0
269.11,110.04,690,14220,0.343,47.06,690,0.0,82,3.28,True,1.0
318.99,44.39,729,14220,0.255,49.37,729,0.0,82,3.28,True,1.0
253.87,62.83,671,14220,0.307,46.22,671,0.0,82,3.28,True,1.0
240.86,27.91,698,14220,0.149,42.01,698,0.0,82,3.28,True,1.0
188.99,64.0,772,14220,0.388,53.36,772,0.0,82,3.28,True,1.0
186.98,115.99,591,14220,0.382,43.9,591,0.0,82,3.28,True,1.0
176.06,56.27,686,14220,0.324,46.43,686,0.0,82,3.28,True,1.0
164.86,101.91,631,14220,0.324,46.43,631,0.0,82,3.28,True,1.0
317.86,44.95,736,14220,0.251,51.31,736,0.0,83,3.32,True,1.0
284.01,31.06,212,14220,0.377,20.12,212,0.0,83,3.32,False,0.0
274.54,27.98,329,14220,0.204,27.77,329,0.0,83,3.32,False,0.0
266.25,111.01,627,14220,0.329,45.47,627,0.0,83,3.32,True,1.0
253.85,62.88,668,14220,0.299,46.48,668,0.0,83,3.32,True,1.0
187.13,67.04,771,14220,0.384,50.71,771,0.0,83,3.32,True,1.0
184.96,115.79,589,14220,0.358,43.26,589,0.0,83,3.32,True,1.0
175.08,55.09,682,14220,0.333,47.08,682,0.0,83,3.32,True,1.0
162.89,102.15,654,14220,0.305,46.48,654,0.0,83,3.32,True,1.0
239.86,28.01,699,14220,0.118,40.04,699,0.0,83,3.32,True,1.0
266.12,110.99,697,14220,0.341,47.77,697,0.0,84,3.36,True,1.0
315.87,44.86,706,14220,0.25,48.57,706,0.0,84,3.36,True,1.0
283.95,31.1,198,14220,0.371,19.27,198,0.0,84,3.36,False,0.0
275.23,28.1,382,14220,0.259,26.89,382,0.0,84,3.36,False,0.0
253.84,62.89,665,14220,0.3,45.36,665,0.0,84,3.36,True,1.0
234.99,28.04,697,14220,0.25,40.74,697,0.0,84,3.36,True,1.0
186.88,67.94,769,14220,0.373,51.18,769,0.0,84,3.36,True,1.0
181.05,115.2,586,14220,0.371,42.95,586,0.0,84,3.36,True,1.0
173.01,54.89,678,14220,0.325,46.36,678,0.0,84,3.36,True,1.0
159.94,102.22,649,14220,0.31,45.16,649,0.0,84,3.36,True,1.0
310.13,45.78,617,14220,0.292,46.98,617,0.0,85,3.4,True,1.0
285.01,31.06,248,14220,0.402,21.9,248,0.0,85,3.4,False,0.0
274.5,28.09,340,14220,0.178,27.67,340,0.0,85,3.4,False,0.0
267.04,111.05,704,14220,0.296,46.78,704,0.0,85,3.4,True,1.0
253.78,62.79,669,14220,0.275,44.99,669,0.0,85,3.4,True,1.0
238.77,27.11,664,14220,0.121,40.21,664,0.0,85,3.4,True,1.0
185.94,69.03,776,14220,0.368,50.76,776,0.0,85,3.4,True,1.0
180.99,115.19,609,14220,0.37,45.39,609,0.0,85,3.4,True,1.0
171.03,55.11,674,14220,0.326,45.98,674,0.0,85,3.4,True,1.0
157.91,102.76,667,14220,0.299,47.97,667,0.0,85,3.4,True,1.0
285.01,31.07,247,14220,0.401,21.94,247,0.0,86,3.44,False,0.0
275.2,27.93,386,14220,0.284,27.32,386,0.0,86,3.44,False,0.0
266.05,111.28,695,14220,0.252,45.75,695,0.0,86,3.44,True,1.0
253.74,62.75,670,14220,0.273,45.33,670,0.0,86,3.44,True,1.0
310.02,45.78,720,14220,0.309,48.44,720,0.0,86,3.44,True,1.0
185.17,70.17,745,14220,0.362,49.68,745,0.0,86,3.44,True,1.0
179.91,114.97,592,14220,0.361,46.16,592,0.0,86,3.44,True,1.0
170.05,54.84,712,14220,0.311,48.64,712,0.0,86,3.44,True,1.0
156.75,103.74,676,14220,0.24,52.78,676,0.0,86,3.44,True,1.0
232.99,28.02,698,14220,0.256,40.99,698,0.0,86,3.44,True,1.0
308.96,45.98,723,14220,0.29,49.31,723,0.0,87,3.48,True,1.0
285.13,31.03,247,14220,0.405,21.66,247,0.0,87,3.48,False,0.0
275.18,27.98,391,14220,0.294,27.85,391,0.0,87,3.48,False,0.0
265.95,111.2,697,14220,0.253,46.62,697,0.0,87,3.48,True,1.0
253.8,62.87,664,14220,0.289,47.45,664,0.0,87,3.48,True,1.0
234.8,27.91,682,14220,0.131,43.74,682,0.0,87,3.48,True,1.0
183.2,73.06,761,14220,0.363,52.61,761,0.0,87,3.48,True,1.0
177.94,114.71,583,14220,0.315,44.15,583,0.0,87,3.48,True,1.0
168.04,53.39,687,14220,0.286,46.0,687,0.0,87,3.48,True,1.0
152.21,105.09,665,14220,0.342,49.1,665,0.0,87,3.48,True,1.0
286.74,30.92,246,14220,0.388,22.35,246,0.0,88,3.52,False,0.0
275.21,27.94,387,14220,0.286,27.15,387,0.0,88,3.52,False,0.0
263.13,111.94,660,14220,0.344,45.12,660,0.0,88,3.52,True,1.0
253.8,62.86,661,14220,0.291,46.58,661,0.0,88,3.52,True,1.0
306.06,45.76,718,14220,0.315,47.83,718,0.0,88,3.52,True,1.0
183.0,74.12,752,14220,0.342,53.26,752,0.0,88,3.52,True,1.0
175.03,114.18,618,14220,0.37,43.86,618,0.0,88,3.52,True,1.0
167.01,52.8,702,14220,0.332,45.74,702,0.0,88,3.52,True,1.0
150.29,105.17,640,14220,0.322,49.08,640,0.0,88,3.52,True,1.0
232.98,27.92,722,14220,0.202,43.03,722,0.0,88,3.52,True,1.0
286.78,30.91,247,14220,0.362,23.63,247,0.0,89,3.56,False,0.0
274.58,27.91,331,14220,0.16,27.3,331,0.0,89,3.56,False,0.0
263.99,112.21,689,14220,0.282,45.03,689,0.0,89,3.56,True,1.0
253.77,62.81,666,14220,0.281,46.25,666,0.0,89,3.56,True,1.0
304.02,45.95,717,14220,0.339,48.49,717,0.0,89,3.56,True,1.0
182.69,74.93,726,14220,0.329,51.95,726,0.0,89,3.56,True,1.0
173.03,114.01,634,14220,0.375,46.45,634,0.0,89,3.56,True,1.0
164.04,52.95,713,14220,0.321,50.12,713,0.0,89,3.56,True,1.0
150.77,104.75,668,14220,0.265,50.12,668,0.0,89,3.56,True,1.0
229.02,27.9,684,14220,0.265,41.77,684,0.0,89,3.56,True,1.0
302.99,46.09,727,14220,0.311,49.08,727,0.0,90,3.6,True,1.0
286.81,30.88,255,14220,0.336,25.14,255,0.0,90,3.6,False,0.0
274.58,27.95,337,14220,0.182,27.76,337,0.0,90,3.6,False,0.0
260.29,113.11,590,14220,0.3,44.85,590,0.0,90,3.6,True,1.0
253.74,62.74,673,14220,0.274,45.26,673,0.0,90,3.6,True,1.0
230.94,27.78,723,14220,0.171,42.64,723,0.0,90,3.6,True,1.0
172.77,113.77,570,14220,0.302,45.86,570,0.0,90,3.6,True,1.0
163.02,53.05,719,14220,0.331,49.48,719,0.0,90,3.6,True,1.0
148.96,105.86,702,14220,0.313,51.29,702,0.0,90,3.6,True,1.0
180.91,77.79,747,14220,0.405,49.48,747,0.0,90,3.6,True,1.0
263.83,112.04,649,14220,0.249,44.4,649,0.0,91,3.64,True,1.0
286.79,30.86,251,14220,0.336,24.23,251,0.0,91,3.64,False,0.0
274.57,27.95,340,14220,0.181,27.9,340,0.0,91,3.64,False,0.0
300.06,46.72,715,14220,0.32,49.9,715,0.0,91,3.64,True,1.0
253.81,62.84,665,14220,0.294,46.23,665,0.0,91,3.64,True,1.0
180.68,78.03,697,14220,0.302,51.93,697,0.0,91,3.64,True,1.0
147.86,106.25,673,14220,0.296,48.27,673,0.0,91,3.64,True,1.0
229.89,27.78,711,14220,0.15,42.97,711,0.0,91,3.64,True,1.0
169.02,113.04,631,14220,0.374,46.64,631,0.0,91,3.64,True,1.0
163.76,52.76,647,14220,0.22,45.62,647,0.0,91,3.64,True,1.0
145.02,106.79,692,14220,0.326,48.74,692,0.0,92,3.68,True,1.0
161.98,51.59,671,14220,0.211,43.89,671,0.0,92,3.68,True,1.0
167.04,112.99,635,14220,0.382,46.72,635,0.0,92,3.68,True,1.0
179.29,80.2,723,14220,0.313,51.57,723,0.0,92,3.68,True,1.0
228.93,27.3,705,14220,0.166,42.88,705,0.0,92,3.68,True,1.0
253.75,62.76,677,14220,0.271,46.11,677,0.0,92,3.68,True,1.0
260.15,113.12,629,14220,0.321,43.28,629,0.0,92,3.68,True,1.0
274.57,27.95,339,14220,0.181,27.91,339,0.0,92,3.68,False,0.0
286.76,30.84,248,14220,0.336,23.66,248,0.0,92,3.68,False,0.0
298.97,46.08,720,14220,0.319,48.54,720,0.0,92,3.68,True,1.0
296.99,46.09,714,14220,0.318,48.56,714,0.0,93,3.72,True,1.0
286.74,30.82,245,14220,0.338,22.86,245,0.0,93,3.72,False,0.0
274.57,27.95,340,14220,0.182,27.92,340,0.0,93,3.72,False,0.0
262.95,112.15,655,14220,0.252,43.5,655,0.0,93,3.72,True,1.0
253.76,62.74,679,14220,0.275,45.52,679,0.0,93,3.72,True,1.0
178.29,81.2,723,14220,0.312,51.59,723,0.0,93,3.72,True,1.0
163.99,112.17,642,14220,0.374,49.37,642,0.0,93,3.72,True,1.0
160.87,50.85,668,14220,0.237,45.93,668,0.0,93,3.72,True,1.0
142.88,106.65,681,14220,0.272,49.37,681,0.0,93,3.72,True,1.0
226.99,27.73,727,14220,0.179,44.11,727,0.0,93,3.72,True,1.0
225.95,27.36,716,14220,0.131,45.6,716,0.0,94,3.76,True,1.0
140.97,107.65,695,14220,0.282,48.34,695,0.0,94,3.76,True,1.0
157.96,50.14,699,14220,0.276,46.38,699,0.0,94,3.76,True,1.0
163.99,111.95,654,14220,0.38,48.34,654,0.0,94,3.76,True,1.0
177.13,82.13,712,14220,0.309,48.73,712,0.0,94,3.76,True,1.0
253.76,62.74,681,14220,0.274,45.6,681,0.0,94,3.76,True,1.0
262.89,111.98,662,14220,0.241,44.62,662,0.0,94,3.76,True,1.0
274.55,27.95,342,14220,0.187,27.98,342,0.0,94,3.76,False,0.0
286.71,30.8,243,14220,0.339,22.31,243,0.0,94,3.76,False,0.0
295.02,46.36,733,14220,0.285,49.9,733,0.0,94,3.76,True,1.0
274.51,28.0,342,14220,0.184,28.19,342,0.0,95,3.8,False,0.0
263.01,112.27,671,14220,0.265,44.41,671,0.0,95,3.8,True,1.0
286.71,30.85,236,14220,0.368,22.4,236,0.0,95,3.8,False,0.0
253.77,62.73,681,14220,0.267,45.37,681,0.0,95,3.8,True,1.0
293.98,46.42,732,14220,0.272,49.04,732,0.0,95,3.8,True,1.0
175.19,84.11,700,14220,0.341,46.53,700,0.0,95,3.8,True,1.0
161.02,111.16,653,14220,0.377,49.04,653,0.0,95,3.8,True,1.0
155.08,50.22,707,14220,0.304,45.57,707,0.0,95,3.8,True,1.0
138.99,108.15,658,14220,0.333,47.5,658,0.0,95,3.8,True,1.0
225.67,27.18,665,14220,0.076,45.76,665,0.0,95,3.8,True,1.0
291.95,46.26,719,14220,0.29,48.04,719,0.0,96,3.84,True,1.0
285.96,30.9,248,14220,0.38,22.64,248,0.0,96,3.84,False,0.0
274.46,28.08,344,14220,0.179,28.55,344,0.0,96,3.84,False,0.0
263.9,112.2,650,14220,0.237,44.11,650,0.0,96,3.84,True,1.0
253.77,62.72,681,14220,0.261,45.48,681,0.0,96,3.84,True,1.0
154.01,49.14,747,14220,0.258,50.21,747,0.0,96,3.84,True,1.0
173.94,85.89,714,14220,0.362,47.65,714,0.0,96,3.84,True,1.0
157.26,110.27,568,14220,0.317,47.26,568,0.0,96,3.84,True,1.0
223.95,27.22,713,14220,0.122,43.91,713,0.0,96,3.84,True,1.0
137.91,108.19,632,14220,0.329,47.85,632,0.0,96,3.84,True,1.0
285.97,30.89,256,14220,0.379,23.01,256,0.0,97,3.88,False,0.0
274.42,28.14,350,14220,0.171,28.81,350,0.0,97,3.88,False,0.0
263.79,112.18,622,14220,0.249,41.96,622,0.0,97,3.88,True,1.0
253.78,62.72,685,14220,0.254,46.02,685,0.0,97,3.88,True,1.0
289.03,45.99,709,14220,0.352,48.54,709,0.0,97,3.88,True,1.0
173.94,86.04,662,14220,0.301,48.54,662,0.0,97,3.88,True,1.0
156.23,110.16,574,14220,0.353,47.57,574,0.0,97,3.88,True,1.0
153.74,47.88,707,14220,0.218,49.31,707,0.0,97,3.88,True,1.0
134.96,108.23,647,14220,0.331,47.18,647,0.0,97,3.88,True,1.0
222.78,27.19,693,14220,0.094,46.02,693,0.0,97,3.88,True,1.0
286.61,30.9,241,14220,0.354,24.04,241,0.0,98,3.92,False,0.0
274.38,28.2,355,14220,0.168,28.89,355,0.0,98,3.92,False,0.0
261.05,112.15,658,14220,0.319,44.03,658,0.0,98,3.92,True,1.0
221.9,26.81,689,14220,0.175,42.22,689,0.0,98,3.92,True,1.0
288.01,46.14,721,14220,0.322,48.68,721,0.0,98,3.92,True,1.0
253.79,62.73,690,14220,0.245,46.86,690,0.0,98,3.92,True,1.0
156.03,109.74,653,14220,0.325,48.48,653,0.0,98,3.92,True,1.0
151.86,47.01,720,14220,0.218,51.51,720,0.0,98,3.92,True,1.0
132.98,109.14,669,14220,0.338,49.69,669,0.0,98,3.92,True,1.0
171.89,87.86,674,14220,0.33,48.07,674,0.0,98,3.92,True,1.0
286.93,46.29,704,14220,0.284,47.87,704,0.0,99,3.96,True,1.0
286.69,30.92,248,14220,0.361,24.33,248,0.0,99,3.96,False,0.0
274.39,28.21,349,14220,0.158,28.68,349,0.0,99,3.96,False,0.0
261.02,112.05,661,14220,0.3,42.72,661,0.0,99,3.96,True,1.0
253.78,62.72,690,14220,0.247,46.88,690,0.0,99,3.96,True,1.0
220.85,27.03,676,14220,0.156,41.93,676,0.0,99,3.96,True,1.0
155.0,109.17,659,14220,0.357,48.86,659,0.0,99,3.96,True,1.0
149.96,46.94,715,14220,0.22,50.44,715,0.0,99,3.96,True,1.0
131.98,109.38,674,14220,0.275,48.86,674,0.0,99,3.96,True,1.0
171.05,88.31,681,14220,0.249,48.26,681,0.0,99,3.96,True,1.0
253.77,62.73,692,14220,0.248,47.1,692,0.0,100,4.0,True,1.0
284.03,46.32,717,14220,0.282,47.1,717,0.0,100,4.0,True,1.0
274.42,28.22,347,14220,0.152,28.62,347,0.0,100,4.0,False,0.0
260.03,111.93,663,14220,0.297,42.73,663,0.0,100,4.0,True,1.0
286.76,30.93,258,14220,0.365,25.24,258,0.0,100,4.0,False,0.0
219.79,27.25,648,14220,0.057,44.12,648,0.0,100,4.0,True,1.0
154.0,109.05,691,14220,0.349,50.68,691,0.0,100,4.0,True,1.0
148.8,46.98,665,14220,0.215,49.49,665,0.0,100,4.0,True,1.0
130.01,109.47,692,14220,0.269,48.89,692,0.0,100,4.0,True,1.0
169.01,90.06,709,14220,0.278,50.08,709,0.0,100,4.0,True,1.0
286.78,30.91,256,14220,0.356,25.06,256,0.0,101,4.04,False,0.0
281.99,46.25,710,14220,0.31,48.66,710,0.0,101,4.04,True,1.0
274.45,28.23,342,14220,0.146,28.2,342,0.0,101,4.04,False,0.0
257.13,111.22,621,14220,0.322,44.49,621,0.0,101,4.04,True,1.0
253.76,62.73,692,14220,0.25,47.41,692,0.0,101,4.04,True,1.0
167.98,90.97,684,14220,0.314,45.74,684,0.0,101,4.04,True,1.0
149.21,107.55,572,14220,0.208,50.54,572,0.0,101,4.04,True,1.0
146.97,45.92,706,14220,0.247,46.37,706,0.0,101,4.04,True,1.0
127.82,109.09,672,14220,0.321,53.26,672,0.0,101,4.04,True,1.0
218.8,27.05,646,14220,0.099,43.03,646,0.0,101,4.04,True,1.0
257.08,111.25,636,14220,0.315,44.45,636,0.0,102,4.08,True,1.0
286.79,30.87,254,14220,0.346,24.86,254,0.0,102,4.08,False,0.0
280.9,46.32,711,14220,0.289,49.29,711,0.0,102,4.08,True,1.0
274.48,28.23,339,14220,0.136,28.23,339,0.0,102,4.08,False,0.0
253.75,62.73,694,14220,0.251,47.61,694,0.0,102,4.08,True,1.0
125.89,109.78,692,14220,0.321,53.71,692,0.0,102,4.08,True,1.0
166.78,91.88,674,14220,0.249,48.45,674,0.0,102,4.08,True,1.0
149.02,107.29,646,14220,0.331,48.24,646,0.0,102,4.08,True,1.0
145.02,44.02,709,14220,0.285,45.92,709,0.0,102,4.08,True,1.0
217.97,27.05,672,14220,0.152,42.55,672,0.0,102,4.08,True,1.0
258.0,111.2,631,14220,0.284,40.2,631,0.0,103,4.12,True,1.0
286.76,30.89,251,14220,0.348,24.72,251,0.0,103,4.12,False,0.0
278.01,46.71,711,14220,0.309,47.75,711,0.0,103,4.12,True,1.0
274.48,28.16,329,14220,0.132,28.5,329,0.0,103,4.12,False,0.0
253.74,62.72,683,14220,0.251,46.43,683,0.0,103,4.12,True,1.0
125.76,110.15,616,14220,0.314,48.13,616,0.0,103,4.12,True,1.0
164.93,92.96,661,14220,0.283,47.75,661,0.0,103,4.12,True,1.0
149.02,107.0,694,14220,0.354,46.81,694,0.0,103,4.12,True,1.0
144.8,43.81,672,14220,0.26,47.0,672,0.0,103,4.12,True,1.0
217.81,26.83,640,14220,0.113,42.28,640,0.0,103,4.12,True,1.0
286.75,30.91,249,14220,0.347,24.81,249,0.0,104,4.16,False,0.0
276.03,46.65,726,14220,0.306,48.1,726,0.0,104,4.16,True,1.0
274.48,28.16,329,14220,0.131,28.63,329,0.0,104,4.16,False,0.0
256.99,111.02,650,14220,0.276,41.42,650,0.0,104,4.16,True,1.0
253.74,62.72,683,14220,0.25,46.38,683,0.0,104,4.16,True,1.0
163.76,93.97,655,14220,0.245,47.52,655,0.0,104,4.16,True,1.0
147.02,106.06,704,14220,0.365,48.67,704,0.0,104,4.16,True,1.0
141.89,43.06,707,14220,0.282,47.52,707,0.0,104,4.16,True,1.0
122.95,110.24,655,14220,0.338,47.14,655,0.0,104,4.16,True,1.0
216.88,27.07,655,14220,0.128,41.42,655,0.0,104,4.16,True,1.0
254.09,110.21,629,14220,0.322,42.7,629,0.0,105,4.2,True,1.0
286.74,30.9,250,14220,0.347,24.86,250,0.0,105,4.2,False,0.0
274.45,28.2,336,14220,0.116,28.67,336,0.0,105,4.2,False,0.0
273.11,46.78,683,14220,0.342,47.31,683,0.0,105,4.2,True,1.0
253.74,62.71,683,14220,0.249,45.91,683,0.0,105,4.2,True,1.0
119.97,109.81,700,14220,0.326,50.92,700,0.0,105,4.2,True,1.0
162.82,95.17,666,14220,0.255,47.11,666,0.0,105,4.2,True,1.0
137.12,41.91,695,14220,0.322,46.71,695,0.0,105,4.2,True,1.0
210.22,27.5,611,14220,0.194,39.49,611,0.0,105,4.2,True,1.0
146.02,106.04,728,14220,0.354,50.32,728,0.0,105,4.2,True,1.0
117.96,109.91,689,14220,0.368,52.84,689,0.0,106,4.24,True,1.0
136.11,40.92,685,14220,0.328,45.17,685,0.0,106,4.24,True,1.0
144.99,105.87,701,14220,0.328,49.52,701,0.0,106,4.24,True,1.0
161.08,96.29,674,14220,0.262,46.41,674,0.0,106,4.24,True,1.0
252.03,109.84,659,14220,0.331,46.83,659,0.0,106,4.24,True,1.0
253.74,62.72,685,14220,0.25,46.41,685,0.0,106,4.24,True,1.0
273.02,46.85,722,14220,0.349,51.18,722,0.0,106,4.24,True,1.0
274.42,28.24,341,14220,0.106,28.59,341,0.0,106,4.24,False,0.0
286.75,30.9,260,14220,0.349,25.49,260,0.0,106,4.24,False,0.0
209.27,27.51,595,14220,0.179,39.57,595,0.0,106,4.24,True,1.0
286.76,30.9,260,14220,0.348,25.58,260,0.0,107,4.28,False,0.0
253.74,62.72,685,14220,0.252,46.69,685,0.0,107,4.28,True,1.0
274.45,28.18,335,14220,0.119,28.63,335,0.0,107,4.28,False,0.0
271.96,47.05,720,14220,0.338,51.77,720,0.0,107,4.28,True,1.0
251.09,109.89,636,14220,0.318,44.26,636,0.0,107,4.28,True,1.0
158.06,97.91,719,14220,0.33,48.73,719,0.0,107,4.28,True,1.0
143.83,105.15,694,14220,0.313,49.13,694,0.0,107,4.28,True,1.0
137.87,41.16,725,14220,0.264,48.52,725,0.0,107,4.28,True,1.0
116.0,110.13,682,14220,0.367,51.57,682,0.0,107,4.28,True,1.0
208.22,27.5,609,14220,0.192,39.39,609,0.0,107,4.28,True,1.0
286.75,30.89,264,14220,0.347,25.91,264,0.0,108,4.32,False,0.0
274.48,28.13,327,14220,0.13,28.81,327,0.0,108,4.32,False,0.0
267.15,47.9,651,14220,0.352,48.71,651,0.0,108,4.32,True,1.0
253.74,62.72,684,14220,0.251,46.64,684,0.0,108,4.32,True,1.0
249.29,109.91,587,14220,0.303,46.43,587,0.0,108,4.32,True,1.0
207.35,27.18,579,14220,0.209,40.01,579,0.0,108,4.32,True,1.0
142.88,104.67,656,14220,0.28,49.33,656,0.0,108,4.32,True,1.0
132.23,39.07,676,14220,0.318,48.51,676,0.0,108,4.32,True,1.0
114.02,110.14,692,14220,0.367,52.86,692,0.0,108,4.32,True,1.0
156.18,98.97,704,14220,0.331,48.71,704,0.0,108,4.32,True,1.0
286.76,30.88,266,14220,0.347,26.06,266,0.0,109,4.36,False,0.0
274.46,28.18,333,14220,0.117,28.51,333,0.0,109,4.36,False,0.0
265.25,47.93,617,14220,0.333,48.87,617,0.0,109,4.36,True,1.0
253.74,62.73,684,14220,0.252,46.63,684,0.0,109,4.36,True,1.0
248.14,109.15,625,14220,0.328,46.22,625,0.0,109,4.36,True,1.0
156.86,98.94,683,14220,0.285,47.85,683,0.0,109,4.36,True,1.0
140.85,103.99,694,14220,0.286,51.93,694,0.0,109,4.36,True,1.0
132.1,39.76,723,14220,0.309,48.06,723,0.0,109,4.36,True,1.0
111.03,109.66,697,14220,0.343,48.46,697,0.0,109,4.36,True,1.0
212.82,27.08,685,14220,0.132,44.19,685,0.0,109,4.36,True,1.0
286.74,30.87,265,14220,0.347,26.15,265,0.0,110,4.4,False,0.0
274.43,28.24,340,14220,0.106,28.51,340,0.0,110,4.4,False,0.0
266.0,47.77,703,14220,0.307,48.16,703,0.0,110,4.4,True,1.0
253.75,62.72,685,14220,0.252,46.79,685,0.0,110,4.4,True,1.0
247.15,109.08,619,14220,0.321,45.22,619,0.0,110,4.4,True,1.0
154.89,99.98,696,14220,0.265,49.15,696,0.0,110,4.4,True,1.0
138.04,103.05,723,14220,0.353,50.13,723,0.0,110,4.4,True,1.0
130.12,38.99,734,14220,0.323,49.93,734,0.0,110,4.4,True,1.0
110.05,109.45,713,14220,0.294,48.36,713,0.0,110,4.4,True,1.0
211.98,27.27,700,14220,0.171,44.63,700,0.0,110,4.4,True,1.0
253.75,62.73,686,14220,0.252,47.02,686,0.0,111,4.44,True,1.0
286.73,30.87,268,14220,0.348,26.33,268,0.0,111,4.44,False,0.0
274.43,28.24,341,14220,0.12,28.42,341,0.0,111,4.44,False,0.0
264.99,47.93,693,14220,0.319,47.23,693,0.0,111,4.44,True,1.0
245.3,108.81,585,14220,0.248,44.93,585,0.0,111,4.44,True,1.0
211.04,27.06,701,14220,0.202,45.35,701,0.0,111,4.44,True,1.0
151.31,101.11,691,14220,0.276,50.99,691,0.0,111,4.44,True,1.0
